Name,Gender,Age,Country,HighSchoolName,HighSchoolLocation,HSGA,SAT,GAT,Languages,FirstGenerationCollegeStudent,FinancialAidNeeded,CGPA,CGPA_Category_Predicted
Shelby Hoffman,Female,17,Argentina,Rogers and Sons School,Moscow,9.0,1487.0,93.0,English,Yes,Yes,2.91,Good
Gail Baker,Female,17,India,Pierce-Patel School,Berlin,6.0,1244.0,96.0,French,No,No,0.66,Poor
Mackenzie Bird,Male,17,Egypt,"Jones, Wade and Willis School",Phoenix,8.0,1214.0,65.0,French,No,No,0.13,Poor
Kurt Johnson,Female,19,Germany,Mckinney LLC School,London,10.0,1598.0,81.0,French,No,Yes,3.85,Excellent
Matthew Powell,Male,17,Turkey,"Parker, Miller and Sullivan School",London,9.0,1293.0,71.0,English,No,Yes,0.92,Poor
Christine Haynes,Male,19,Vietnam,Holden-Duncan School,Phoenix,8.0,1222.0,62.0,English,No,No,0.18,Poor
Mrs. Sherri Nunez,Male,17,Russia,"Mueller, James and Le School",Toronto,6.0,1276.0,87.0,Spanish,Yes,Yes,0.88,Poor
Cynthia Johnson,Male,18,Indonesia,"Morales, Perez and Scott School",Berlin,9.0,1216.0,95.0,German,No,No,0.4,Poor
Leslie Porter,Male,18,Turkey,Thompson Ltd School,Beijing,8.0,1357.0,67.0,English,No,Yes,1.48,Average
Monica Wade,Female,17,Russia,Sellers-Wallace School,Paris,6.0,1521.0,92.0,English,Yes,Yes,3.2,Excellent
Nathan Lewis,Female,17,Japan,Day-Scott School,Los Angeles,6.0,1336.0,94.0,English,Yes,Yes,1.5,Average
Ann Johnson,Male,19,Germany,Mcfarland-Myers School,Cape Town,10.0,1378.0,97.0,French,No,Yes,1.93,Average
Robert Cunningham,Female,17,Brazil,Whitaker-Riggs School,Moscow,9.0,1470.0,71.0,Spanish,No,No,2.57,Good
Eric Chandler,Male,17,Australia,"Singleton, Lee and Reynolds School",Tokyo,9.0,1404.0,96.0,Spanish,Yes,No,2.16,Good
Donna Johnson,Female,17,Italy,Parker-Snyder School,Phoenix,10.0,1545.0,73.0,English,Yes,No,3.29,Excellent
James Brown,Male,18,Russia,"Russell, Smith and Mckee School",Phoenix,8.0,1546.0,82.0,English,Yes,No,3.36,Excellent
Steven Tyler,Female,19,Bangladesh,Gill-Diaz School,Moscow,8.0,1204.0,62.0,Spanish,Yes,Yes,0.02,Poor
Misty Campbell,Female,18,Philippines,Adams Ltd School,New York,8.0,1511.0,62.0,Spanish,No,No,2.87,Good
Mackenzie Pace,Female,19,Bangladesh,"Williams, Mack and Rose School",London,7.0,1384.0,89.0,English,Yes,Yes,1.91,Average
Brenda Green,Female,18,Germany,"Cooper, Nguyen and Martinez School",New York,8.0,1596.0,78.0,German,No,No,3.79,Excellent
Robert Hernandez,Female,17,Colombia,Sandoval-Walker School,Houston,9.0,1393.0,70.0,Spanish,No,No,1.84,Average
Kathleen Campbell,Male,18,India,"Andrade, Bennett and Baker School",London,8.0,1595.0,68.0,English,No,Yes,3.7,Excellent
Steven Park,Female,18,Argentina,Simpson PLC School,Tokyo,10.0,1502.0,87.0,English,No,No,3.0,Good
Eric Parrish,Female,19,Pakistan,Estrada-Keller School,Vancouver,8.0,1299.0,60.0,English,No,No,0.88,Poor
Megan Calderon,Male,19,Philippines,"Chavez, Moses and Villanueva School",New York,8.0,1415.0,92.0,German,Yes,Yes,2.22,Good
Jesse Garcia,Male,18,Nigeria,Fitzgerald-Lewis School,Phoenix,9.0,1597.0,63.0,English,No,Yes,3.69,Excellent
Kimberly Wilson,Female,19,Egypt,"Carter, Wilkinson and Jenkins School",Paris,8.0,1543.0,68.0,Spanish,No,Yes,3.22,Excellent
Christina Esparza,Male,19,South Korea,Lee Inc School,Sydney,9.0,1239.0,75.0,French,Yes,Yes,0.45,Poor
Colleen Kennedy,Female,19,South Africa,Tapia-Curry School,Paris,7.0,1483.0,79.0,German,Yes,Yes,2.75,Good
Molly Short,Female,19,Bangladesh,Rowe-Robinson School,Cape Town,8.0,1338.0,74.0,German,Yes,Yes,1.36,Average
Emily Williams,Male,19,Thailand,Larsen PLC School,Sydney,6.0,1203.0,73.0,Spanish,Yes,No,0.09,Poor
Carlos Marshall,Female,18,Russia,Armstrong-Stewart School,Phoenix,8.0,1361.0,99.0,English,Yes,No,1.78,Average
George Freeman,Male,19,Turkey,"Haney, Anderson and Gutierrez School",Phoenix,8.0,1294.0,86.0,French,No,No,1.05,Average
Dawn Smith,Male,17,Philippines,"Thomas, Collins and Hess School",Dubai,9.0,1528.0,61.0,English,Yes,No,3.03,Excellent
Anthony Carrillo,Male,18,Bangladesh,Johnson Group School,Beijing,10.0,1335.0,77.0,French,No,Yes,1.37,Average
Matthew Rodriguez,Male,18,Argentina,Mccoy and Sons School,Beijing,8.0,1531.0,95.0,English,Yes,Yes,3.33,Excellent
Anthony Stevens,Male,18,Colombia,"Woodward, Fowler and Garza School",Houston,9.0,1200.0,72.0,German,Yes,No,0.07,Poor
David Chaney,Male,19,US,Clayton Group School,Dubai,8.0,1323.0,64.0,German,Yes,Yes,1.14,Average
Michael Friedman,Female,17,Mexico,Walters-Porter School,Toronto,9.0,1296.0,90.0,French,No,Yes,1.11,Average
Craig Roberts,Male,19,Philippines,Garcia PLC School,Dubai,6.0,1293.0,84.0,French,Yes,No,1.01,Average
Alexa Martin,Female,18,South Africa,"Dickerson, Vazquez and Johnson School",Sydney,7.0,1227.0,83.0,French,Yes,Yes,0.4,Poor
David Todd,Male,18,Egypt,"Foster, Hall and Williamson School",New York,7.0,1275.0,62.0,French,Yes,Yes,0.67,Poor
Natalie Gordon,Male,18,Colombia,"Anderson, Smith and Stokes School",Chicago,8.0,1422.0,66.0,Spanish,No,No,2.08,Good
Crystal Gallagher,Male,18,India,Mitchell-Flynn School,Moscow,6.0,1317.0,85.0,French,No,Yes,1.24,Average
Rose Lara,Male,19,Canada,Martin-George School,Cape Town,7.0,1367.0,68.0,Spanish,Yes,No,1.58,Average
John Wyatt,Female,17,Nigeria,Miller PLC School,London,7.0,1351.0,80.0,French,No,Yes,1.53,Average
Maria Doyle,Male,17,Indonesia,Woods-Rodriguez School,New York,10.0,1550.0,82.0,Spanish,Yes,No,3.41,Excellent
Kathryn Beck,Female,18,China,Bennett LLC School,Paris,7.0,1562.0,71.0,French,No,No,3.42,Excellent
Mario Horne,Female,17,Japan,Carlson-Mullins School,Phoenix,8.0,1397.0,98.0,English,Yes,Yes,2.11,Good
Stephen Vazquez,Male,18,Colombia,"Johnston, Carpenter and Johnson School",Houston,7.0,1332.0,94.0,Spanish,Yes,Yes,1.46,Average
Brenda Murillo,Female,18,France,House Ltd School,Chicago,8.0,1243.0,89.0,English,No,No,0.6,Poor
Travis Hill,Male,17,US,Berry Group School,New York,7.0,1581.0,63.0,French,Yes,Yes,3.53,Excellent
Brandon Craig,Male,18,Brazil,"Griffin, Lee and James School",Beijing,7.0,1224.0,64.0,English,No,No,0.21,Poor
Andrea Herrera,Female,17,UK,Cummings-Hull School,Sydney,8.0,1319.0,80.0,English,No,Yes,1.23,Average
Matthew Norman,Male,18,South Korea,"Tucker, Henderson and Ramirez School",Los Angeles,6.0,1319.0,66.0,French,Yes,Yes,1.11,Average
Jeffrey Hall,Male,17,Japan,"Brown, Taylor and Bullock School",New York,6.0,1328.0,99.0,English,Yes,Yes,1.46,Average
Wesley Hill,Female,18,South Africa,"Patel, Richardson and Bowman School",Moscow,7.0,1266.0,66.0,English,No,No,0.62,Poor
Andrew West,Male,17,US,Taylor-Carson School,New York,6.0,1513.0,79.0,French,Yes,Yes,3.02,Excellent
Jason Moore,Female,18,Japan,Greer-Gonzalez School,Toronto,6.0,1249.0,75.0,French,Yes,Yes,0.53,Poor
Christina Marshall,Female,18,US,Harmon and Sons School,Paris,7.0,1454.0,86.0,German,No,Yes,2.53,Good
Lori Gray,Female,18,Russia,Mooney-Sullivan School,Berlin,9.0,1250.0,65.0,French,No,No,0.47,Poor
Victoria King,Female,17,Canada,Crawford-Willis School,Chicago,8.0,1228.0,77.0,Spanish,Yes,No,0.36,Poor
Christopher Vincent,Male,19,Brazil,Moore-Merritt School,Dubai,8.0,1564.0,71.0,French,No,No,3.44,Excellent
Jason Bush,Female,18,South Africa,"Johnson, Schmidt and Diaz School",Moscow,7.0,1276.0,96.0,French,Yes,No,0.96,Poor
Alyssa Reynolds,Male,18,China,Hutchinson Ltd School,Paris,10.0,1529.0,62.0,French,No,No,3.05,Excellent
Joshua Donovan,Female,17,Japan,Brown PLC School,Tokyo,8.0,1418.0,97.0,English,No,Yes,2.29,Good
Kevin Ramirez,Male,18,India,Roberts-James School,Tokyo,6.0,1231.0,93.0,English,No,Yes,0.51,Poor
Cynthia Patel,Male,18,Philippines,Foster-Benson School,Berlin,8.0,1582.0,72.0,English,Yes,No,3.61,Excellent
Steven Swanson,Male,18,Vietnam,May-Navarro School,London,6.0,1299.0,92.0,German,Yes,Yes,1.13,Average
Tina Cummings,Female,18,India,Mcconnell-Walls School,Houston,7.0,1544.0,61.0,Spanish,Yes,Yes,3.17,Excellent
Kenneth Elliott,Male,19,Iran,Richardson-James School,Cape Town,8.0,1268.0,99.0,English,No,No,0.91,Poor
Ariana Vega,Female,19,Spain,Moore-Chavez School,London,9.0,1542.0,81.0,English,Yes,No,3.32,Excellent
Jared Wong,Female,18,China,Peterson Ltd School,Houston,8.0,1205.0,72.0,French,Yes,Yes,0.11,Poor
Jacob Gibson,Female,18,Pakistan,Reynolds-Jordan School,Houston,9.0,1405.0,75.0,French,Yes,Yes,2.0,Average
Brittany Lambert,Female,18,China,Lee and Sons School,Houston,10.0,1508.0,63.0,French,No,No,2.86,Good
Anthony Day,Female,19,South Korea,Palmer Group School,Toronto,7.0,1574.0,100.0,English,Yes,Yes,3.76,Excellent
Luis Clay,Male,19,Vietnam,Romero-Anderson School,Los Angeles,7.0,1564.0,62.0,Spanish,Yes,No,3.36,Excellent
Anne Hill,Female,17,South Africa,Miller Group School,Los Angeles,8.0,1528.0,86.0,Spanish,Yes,No,3.23,Excellent
Margaret Simmons,Female,17,Iran,Hill PLC School,Tokyo,8.0,1555.0,78.0,Spanish,No,No,3.41,Excellent
Martin Delacruz,Male,18,Canada,Jimenez-Santiago School,Houston,8.0,1280.0,98.0,German,Yes,Yes,1.02,Average
Grace Scott,Female,18,France,"Gonzales, Reilly and Foster School",Houston,10.0,1314.0,70.0,English,No,No,1.12,Average
Holly Jacobs,Male,19,Australia,Pope PLC School,Berlin,9.0,1316.0,81.0,Spanish,No,No,1.22,Average
Susan Castillo,Male,18,China,"Fields, Schultz and Frazier School",Toronto,8.0,1351.0,79.0,Spanish,No,No,1.52,Average
Blake Anderson,Female,18,Philippines,Benitez PLC School,Moscow,7.0,1357.0,88.0,English,Yes,Yes,1.65,Average
Krista Jones,Female,19,Brazil,Terry and Sons School,Berlin,9.0,1418.0,63.0,Spanish,Yes,Yes,2.02,Good
Keith Perry,Male,19,Bangladesh,Mills PLC School,New York,10.0,1264.0,68.0,English,No,Yes,0.63,Poor
Howard Welch,Female,19,South Africa,Howard-Greene School,Dubai,9.0,1476.0,69.0,German,No,No,2.61,Good
Carmen Green,Female,19,South Korea,"Fischer, Cardenas and Kramer School",New York,6.0,1267.0,90.0,French,No,Yes,0.82,Poor
Christy Reyes,Female,17,South Korea,"Norris, Howell and Peterson School",Paris,9.0,1324.0,68.0,French,Yes,No,1.19,Average
Heather Hart,Female,19,Colombia,"Cervantes, Jones and Martinez School",Berlin,6.0,1401.0,83.0,English,No,No,2.01,Good
Amanda Diaz,Male,19,Colombia,Jones-Larson School,Houston,7.0,1519.0,69.0,English,Yes,Yes,3.0,Excellent
Karen Clark,Female,18,South Korea,"Collins, Guerrero and Hall School",Sydney,6.0,1496.0,94.0,English,No,No,2.98,Good
Patricia Medina,Female,18,Japan,"Lynn, Chandler and Hamilton School",Los Angeles,8.0,1458.0,98.0,French,Yes,No,2.67,Good
Abigail Reese DVM,Male,18,Iran,Moore-Landry School,Vancouver,9.0,1262.0,81.0,English,No,No,0.72,Poor
Carolyn Willis,Female,17,Germany,Calhoun Ltd School,Sydney,6.0,1419.0,74.0,English,Yes,Yes,2.1,Good
Patrick Perry,Female,19,Pakistan,"Ellison, Clarke and Lopez School",London,8.0,1235.0,69.0,English,No,Yes,0.36,Poor
Sara Ellis,Male,19,Bangladesh,"Smith, Williams and Anthony School",Tokyo,8.0,1351.0,62.0,French,Yes,No,1.38,Average
Edward Barron,Female,17,Egypt,"Floyd, Anderson and Chapman School",Sydney,7.0,1365.0,71.0,French,Yes,Yes,1.58,Average
Jason Williams,Male,19,Colombia,"Scott, Harper and Rich School",Phoenix,6.0,1216.0,86.0,Spanish,No,Yes,0.31,Poor
Richard Molina,Male,18,Philippines,"Zimmerman, Stephens and Lewis School",New York,8.0,1310.0,81.0,German,No,Yes,1.16,Average
Patrick Moore,Male,17,Egypt,"Hayden, Cooper and Alvarez School",Berlin,9.0,1582.0,98.0,English,Yes,No,3.83,Excellent
Peggy Stevens,Female,19,Nigeria,Cooper-Walter School,New York,6.0,1581.0,76.0,German,Yes,Yes,3.63,Excellent
Mary Weber,Male,17,South Korea,Perez Group School,Berlin,6.0,1341.0,88.0,English,No,Yes,1.49,Average
Maria White,Male,17,Nigeria,West Group School,Sydney,7.0,1217.0,80.0,English,Yes,Yes,0.28,Poor
Julie Mathews,Female,19,Bangladesh,"Peterson, Marks and Turner School",Phoenix,10.0,1272.0,81.0,German,No,Yes,0.81,Poor
Kathleen Hill,Male,18,South Africa,Harris Group School,Tokyo,9.0,1357.0,71.0,English,Yes,Yes,1.52,Average
Sarah Martinez,Male,19,Italy,"Moody, Blackburn and Drake School",Paris,9.0,1579.0,78.0,Spanish,No,Yes,3.64,Excellent
Dr. Olivia Sherman,Female,19,US,"Sandoval, Giles and Mann School",Los Angeles,7.0,1256.0,79.0,Spanish,Yes,Yes,0.63,Poor
Michele Cordova,Male,18,Germany,Martinez and Sons School,Moscow,8.0,1505.0,88.0,Spanish,Yes,Yes,3.03,Excellent
Heather Perkins,Male,19,Pakistan,"Martinez, Patel and Moss School",Vancouver,6.0,1243.0,98.0,English,Yes,No,0.66,Poor
Maria Hammond,Female,19,Bangladesh,"Floyd, Neal and Wilson School",Phoenix,9.0,1593.0,73.0,English,Yes,No,3.73,Excellent
Caleb Cruz,Male,19,Spain,"Williams, Glover and Johnson School",Houston,10.0,1353.0,62.0,French,No,Yes,1.41,Average
Leslie Saunders,Female,17,Philippines,Cook-Shannon School,Phoenix,8.0,1510.0,80.0,English,Yes,Yes,3.01,Excellent
Stephanie Clark,Male,17,Mexico,Brown Group School,Dubai,9.0,1337.0,82.0,Spanish,No,Yes,1.42,Average
Roberta Greer,Male,17,Brazil,Mathis-Deleon School,Vancouver,9.0,1451.0,67.0,French,No,Yes,2.36,Good
Julia Williams,Female,19,Colombia,Williams-Lutz School,Los Angeles,6.0,1277.0,90.0,English,Yes,No,0.91,Poor
Joann Matthews,Male,18,India,"Hester, Davidson and Hicks School",Chicago,10.0,1258.0,99.0,French,Yes,Yes,0.83,Poor
Susan Hoover,Female,17,US,Tucker-Best School,Houston,6.0,1575.0,98.0,Spanish,No,Yes,3.75,Excellent
Mr. Michael Rodgers II,Female,18,Italy,Nichols Inc School,Phoenix,8.0,1567.0,68.0,English,No,Yes,3.44,Excellent
Ernest Beck,Male,19,Philippines,"Ferguson, Mitchell and Faulkner School",New York,7.0,1555.0,95.0,Spanish,No,No,3.55,Excellent
Eric Smith,Female,17,Australia,"Ramirez, Clark and Clayton School",New York,6.0,1450.0,88.0,Spanish,Yes,No,2.51,Good
Diane Roach,Female,19,Germany,Padilla Inc School,Dubai,8.0,1523.0,78.0,English,Yes,Yes,3.11,Excellent
Brandon Reese,Male,18,Italy,Wagner-Ray School,Moscow,7.0,1228.0,82.0,French,Yes,Yes,0.4,Poor
Marie Williams,Male,17,Vietnam,"Johnson, Thomas and Riggs School",Cape Town,8.0,1334.0,94.0,English,Yes,Yes,1.49,Average
Margaret Rocha,Female,17,Russia,"Collins, Cortez and Taylor School",Berlin,8.0,1325.0,79.0,German,Yes,No,1.28,Average
Yolanda Moon,Male,17,South Korea,Baker-Smith School,Moscow,6.0,1454.0,75.0,German,No,No,2.44,Good
Anthony Mooney,Male,17,Iran,Ellis and Sons School,New York,6.0,1342.0,80.0,German,Yes,No,1.44,Average
Madeline Gonzalez,Male,18,UK,Ray Ltd School,Moscow,8.0,1259.0,83.0,French,Yes,No,0.7,Poor
Alexander Shepherd,Female,17,India,"Bell, Smith and Marsh School",Cape Town,7.0,1439.0,68.0,English,No,No,2.25,Good
Keith Carpenter,Male,19,Colombia,Gonzalez Ltd School,Houston,9.0,1526.0,96.0,French,Yes,No,3.3,Excellent
Elizabeth Smith,Female,17,Brazil,Johnson-Garrett School,Chicago,9.0,1353.0,87.0,Spanish,No,Yes,1.61,Average
Ryan Jackson,Male,18,Vietnam,Benson LLC School,Vancouver,9.0,1253.0,85.0,Spanish,No,Yes,0.66,Poor
Steven Williams,Female,17,Brazil,Meadows-Jenkins School,Sydney,9.0,1279.0,64.0,French,Yes,Yes,0.74,Poor
Brenda Blanchard,Female,18,Indonesia,Griffith-Stephens School,Chicago,8.0,1295.0,84.0,French,Yes,Yes,1.04,Average
Steve Ali,Female,18,South Africa,"Weaver, French and Green School",Paris,9.0,1320.0,65.0,French,Yes,No,1.12,Average
Michael Mooney,Male,19,Russia,Carter-Reyes School,Toronto,7.0,1457.0,63.0,Spanish,Yes,Yes,2.37,Good
Brian Pennington,Male,17,South Africa,Martinez-Garrett School,Phoenix,7.0,1440.0,81.0,Spanish,No,No,2.36,Good
Robert Lewis,Female,17,Turkey,Fisher-Dennis School,Cape Town,9.0,1478.0,76.0,Spanish,No,Yes,2.68,Good
Justin Roberts,Female,17,China,"Mccall, Oneal and Sandoval School",Vancouver,8.0,1345.0,84.0,German,No,No,1.51,Average
Shane Acosta,Male,19,Russia,Taylor-Pham School,Houston,9.0,1530.0,64.0,German,No,Yes,3.07,Excellent
Justin Perez MD,Male,19,Vietnam,Briggs LLC School,Vancouver,9.0,1282.0,77.0,German,Yes,No,0.87,Poor
Natalie Rivera,Female,18,Nigeria,"Myers, Wells and Nelson School",Vancouver,9.0,1388.0,67.0,English,No,No,1.77,Average
Thomas Jackson,Male,18,Colombia,Murphy Ltd School,Beijing,10.0,1520.0,99.0,German,No,No,3.27,Excellent
Jose Hartman,Male,18,Argentina,Wolfe PLC School,New York,8.0,1272.0,82.0,English,No,No,0.81,Poor
David Deleon,Female,19,Bangladesh,Aguilar-Stewart School,Paris,7.0,1244.0,87.0,Spanish,No,Yes,0.59,Poor
Nathan Moreno,Female,19,India,Grant Group School,Los Angeles,8.0,1553.0,73.0,French,No,Yes,3.35,Excellent
Adrian Warren,Male,19,Vietnam,"Willis, Chavez and Allen School",Chicago,7.0,1337.0,64.0,Spanish,No,Yes,1.26,Average
Deanna Flores,Male,18,Italy,Calderon PLC School,Phoenix,8.0,1474.0,99.0,English,Yes,No,2.83,Good
Russell Andrews,Male,19,Australia,Archer-Williams School,Cape Town,9.0,1210.0,71.0,Spanish,No,Yes,0.15,Poor
Erika Williams,Female,18,France,Graves Group School,Paris,9.0,1476.0,77.0,English,Yes,Yes,2.67,Good
Tiffany Henderson,Female,18,UK,Jordan Ltd School,Moscow,7.0,1326.0,86.0,English,Yes,Yes,1.34,Average
Shawn Jacobs,Male,17,Nigeria,Poole-Murphy School,Moscow,7.0,1222.0,61.0,Spanish,No,No,0.17,Poor
Christian Sanchez,Female,17,Egypt,Davis Ltd School,Chicago,8.0,1444.0,92.0,English,Yes,Yes,2.49,Good
Richard Perez,Male,17,France,Shelton-Long School,Paris,7.0,1296.0,81.0,French,Yes,No,1.02,Average
Rachel Aguilar,Male,18,Canada,Roberts-Jackson School,Beijing,10.0,1355.0,71.0,French,Yes,No,1.5,Average
Emily Brown,Male,17,Indonesia,"Everett, Taylor and Flores School",London,7.0,1232.0,62.0,Spanish,No,Yes,0.27,Poor
Thomas White,Male,17,South Africa,"White, Ochoa and Jones School",Dubai,7.0,1259.0,66.0,French,Yes,Yes,0.55,Poor
Sherry Mckee,Male,17,Bangladesh,Harding LLC School,Chicago,6.0,1319.0,96.0,French,Yes,Yes,1.35,Average
Tina Chambers MD,Female,19,UK,"Evans, Frank and Perry School",Tokyo,9.0,1236.0,87.0,English,No,No,0.52,Poor
Nicholas Smith,Female,18,South Africa,Perry-Martin School,Sydney,9.0,1564.0,70.0,German,Yes,No,3.44,Excellent
Victor Neal,Male,17,Colombia,Martinez-Bridges School,Los Angeles,7.0,1202.0,63.0,English,Yes,Yes,0.0,Poor
Rebecca Perry,Male,19,Philippines,Heath Inc School,New York,6.0,1394.0,88.0,French,No,Yes,1.99,Average
Sandra Rios,Male,19,Philippines,King PLC School,Los Angeles,8.0,1249.0,83.0,English,No,No,0.61,Poor
Alison Brown,Female,19,Nigeria,Lopez-Rosario School,Sydney,7.0,1323.0,76.0,Spanish,No,Yes,1.23,Average
Kevin Heath,Female,17,Indonesia,"Collins, Bailey and Floyd School",Cape Town,9.0,1570.0,75.0,Spanish,No,No,3.53,Excellent
Christina Meyer,Male,19,Colombia,Foster-Stafford School,Sydney,8.0,1265.0,69.0,English,No,Yes,0.64,Poor
Daniel Williams,Male,18,Italy,Sherman Group School,Paris,7.0,1586.0,87.0,German,No,Yes,3.77,Excellent
Elizabeth Brown,Male,19,China,"Carr, Berry and Turner School",Chicago,7.0,1282.0,99.0,French,No,No,1.04,Average
Victoria Rose,Female,19,Thailand,Harris-Bell School,Vancouver,10.0,1497.0,67.0,Spanish,No,Yes,2.79,Good
Brittany Bell,Female,19,South Africa,Rojas Group School,Cape Town,8.0,1419.0,84.0,French,Yes,Yes,2.2,Good
Cody Scott,Female,19,Germany,White-Bishop School,Paris,9.0,1554.0,77.0,English,No,Yes,3.4,Excellent
Gary Suarez,Male,18,Bangladesh,Vaughn PLC School,Houston,7.0,1422.0,78.0,English,No,Yes,2.17,Good
Todd Williams,Female,17,Mexico,Chung-Smith School,Chicago,8.0,1414.0,70.0,Spanish,Yes,No,2.04,Good
Lori Rogers,Female,18,South Korea,"Nguyen, Hendrix and Cannon School",Dubai,6.0,1278.0,93.0,German,Yes,Yes,0.95,Poor
April Perry,Female,18,Iran,Powell LLC School,Beijing,8.0,1266.0,79.0,German,Yes,No,0.73,Poor
Mr. Brett Vaughan Jr.,Male,17,Egypt,Matthews Ltd School,Toronto,10.0,1567.0,82.0,French,No,No,3.57,Excellent
Ashley Jones,Male,19,Thailand,Gates Inc School,Vancouver,8.0,1331.0,72.0,Spanish,No,No,1.28,Average
Stacy Vaughn,Male,17,Japan,Thompson PLC School,Beijing,6.0,1349.0,67.0,English,Yes,No,1.4,Average
Kenneth Torres,Female,17,Iran,"Anderson, Mendoza and Daniels School",Sydney,6.0,1504.0,63.0,Spanish,No,Yes,2.81,Good
Reginald Anderson,Male,18,Thailand,"Perez, Riley and Jenkins School",Beijing,8.0,1336.0,89.0,French,No,No,1.46,Average
Charles George,Female,17,Germany,Salazar Inc School,Berlin,7.0,1581.0,68.0,Spanish,No,Yes,3.57,Excellent
Ralph Hunter,Male,19,Thailand,"Jackson, Warner and Wilkins School",Toronto,6.0,1495.0,88.0,German,No,No,2.93,Good
Gina Casey,Male,18,Nigeria,Rodriguez-Garner School,Toronto,9.0,1439.0,76.0,German,Yes,No,2.32,Good
Maria West,Female,19,Bangladesh,Kennedy Group School,Houston,8.0,1552.0,77.0,Spanish,No,Yes,3.38,Excellent
Carol Colon,Female,18,Germany,Hicks-Leach School,Los Angeles,7.0,1220.0,79.0,German,Yes,Yes,0.3,Poor
Daniel Armstrong,Female,19,France,"Escobar, Rosales and Barron School",Dubai,10.0,1303.0,75.0,German,No,No,1.05,Average
Keith Long,Female,17,Thailand,"Santos, Newman and Farrell School",Chicago,6.0,1386.0,64.0,English,Yes,Yes,1.72,Average
David Chavez,Male,17,Italy,Romero Ltd School,London,10.0,1291.0,72.0,English,Yes,No,0.92,Poor
Dana Santiago,Female,17,US,Baker-Ross School,Berlin,7.0,1498.0,87.0,English,Yes,No,2.95,Good
Jonathan Duran,Male,19,Brazil,Miller LLC School,London,10.0,1568.0,87.0,French,No,Yes,3.62,Excellent
Amanda Hayes,Female,18,China,"Castillo, Gill and Abbott School",Berlin,8.0,1370.0,71.0,German,Yes,Yes,1.63,Average
Crystal Clark,Female,18,Russia,Hughes LLC School,Chicago,9.0,1337.0,78.0,German,Yes,Yes,1.39,Average
Emily Thomas,Female,18,Australia,Vasquez-Cochran School,Los Angeles,10.0,1585.0,68.0,Spanish,No,Yes,3.62,Excellent
Andrea Brown,Female,17,Nigeria,Gutierrez-Adams School,Toronto,7.0,1378.0,68.0,German,No,No,1.68,Average
Patrick Phillips,Female,19,UK,Hunt and Sons School,Berlin,10.0,1396.0,61.0,Spanish,No,Yes,1.8,Average
Christopher Mckenzie PhD,Male,18,Egypt,Taylor Ltd School,Berlin,8.0,1341.0,96.0,French,Yes,No,1.57,Average
Hannah Weber,Female,19,Turkey,Good Ltd School,Beijing,8.0,1564.0,68.0,Spanish,Yes,No,3.41,Excellent
Robert Collins,Female,18,Turkey,George-Hart School,Phoenix,7.0,1428.0,69.0,Spanish,No,No,2.15,Good
Eric Montes,Female,17,Germany,"Thomas, Fuller and Hahn School",Cape Town,8.0,1505.0,71.0,English,No,Yes,2.89,Good
Anthony Davis,Male,19,Indonesia,Whitaker PLC School,Toronto,7.0,1525.0,65.0,Spanish,Yes,Yes,3.02,Excellent
Michael Lopez,Male,18,Spain,Carroll-Mcfarland School,Paris,8.0,1337.0,86.0,English,Yes,Yes,1.45,Average
Joseph Miller,Male,18,Turkey,Bell-Kemp School,Paris,8.0,1373.0,63.0,Spanish,Yes,No,1.6,Average
Brian Campbell,Female,18,South Korea,"Moon, Blackwell and Valdez School",Toronto,9.0,1539.0,65.0,German,No,No,3.16,Excellent
Meghan Brown,Female,18,US,Gibson Group School,Los Angeles,9.0,1345.0,86.0,German,Yes,No,1.53,Average
Shannon Kline,Male,17,Turkey,Nelson PLC School,New York,8.0,1518.0,74.0,French,Yes,Yes,3.04,Excellent
