Name,Gender,Age,Country,HighSchoolName,HighSchoolLocation,HSGA,SAT,GAT,Languages,FirstGenerationCollegeStudent,FinancialAidNeeded,CGPA,CGPA_Category
Amanda Jones,Female,17,Mexico,Humphrey Group School,Paris,9.0,1393.0,70.0,Spanish,Yes,Yes,1.85,Average
Angela Graham,Male,18,Egypt,Jackson Ltd School,Paris,8.0,1595.0,68.0,German,No,Yes,3.71,Excellent
Michael Morgan,Female,18,South Africa,Wilkerson Group School,Sydney,10.0,1502.0,87.0,French,No,Yes,3.0,Good
Mr. Paul Trevino MD,Female,19,Germany,Franklin PLC School,Moscow,8.0,1299.0,60.0,German,No,Yes,0.89,Poor
John Thomas,Female,19,Thailand,"Richard, Harrell and Gomez School",Chicago,8.0,1415.0,92.0,English,Yes,Yes,2.22,Good
Alicia Lopez,Female,18,Germany,"Cole, King and Johnson School",Paris,9.0,1597.0,63.0,German,No,Yes,3.69,Excellent
Jessica Smith,Female,19,Philippines,Wiley-Meyer School,Los Angeles,8.0,1543.0,68.0,Spanish,Yes,No,3.22,Excellent
Allison Mitchell,Female,19,South Korea,Brown-Walsh School,Vancouver,9.0,1239.0,75.0,Spanish,No,Yes,0.45,Poor
Jamie Maldonado,Male,19,Thailand,Mcguire-Leblanc School,Beijing,7.0,1483.0,79.0,Spanish,No,Yes,2.75,Good
Nicolas Hawkins,Female,19,Japan,Luna-Sweeney School,Dubai,8.0,1338.0,74.0,Spanish,Yes,No,1.36,Average
Victor Thomas,Female,19,Italy,"Hamilton, Rodriguez and Floyd School",Beijing,6.0,1203.0,73.0,French,Yes,No,0.08,Poor
Stacy Beck,Female,18,Nigeria,Grant-Baldwin School,New York,8.0,1361.0,99.0,French,No,No,1.77,Average
Mark Miller,Female,19,Iran,Medina Group School,Paris,8.0,1294.0,86.0,Spanish,No,No,1.05,Average
John Collins,Female,17,Germany,Owens-Lee School,Toronto,9.0,1528.0,61.0,German,No,No,3.03,Excellent
Michael Orozco,Female,18,India,Zamora-Roth School,Dubai,10.0,1335.0,77.0,French,No,Yes,1.37,Average
Gabrielle Robertson,Female,18,Turkey,Smith-Skinner School,New York,8.0,1531.0,95.0,Spanish,No,Yes,3.33,Excellent
Michael Ortiz,Female,18,Japan,Brown Ltd School,Houston,9.0,1200.0,72.0,French,Yes,Yes,0.06,Poor
Bruce Young,Male,19,Iran,Bauer Group School,Berlin,8.0,1323.0,64.0,German,No,No,1.14,Average
James Jones,Male,17,Mexico,"Terry, Jordan and Klein School",Toronto,9.0,1296.0,90.0,Spanish,No,Yes,1.1,Average
Christopher Weiss,Male,19,US,Thornton-Schaefer School,Tokyo,6.0,1293.0,84.0,Spanish,No,Yes,1.01,Average
James Barnes,Female,18,South Korea,Cook-Collier School,Vancouver,7.0,1227.0,83.0,English,No,No,0.39,Poor
Tara Sanchez,Female,18,Iran,Williams-Brown School,Moscow,7.0,1275.0,62.0,German,Yes,Yes,0.67,Poor
Jennifer Parker,Male,18,Brazil,"Bridges, Myers and Love School",Moscow,8.0,1422.0,66.0,French,No,Yes,2.08,Good
Kayla Parks,Male,18,Thailand,Smith-Jones School,Moscow,6.0,1317.0,85.0,English,Yes,Yes,1.24,Average
Aaron Herrera,Male,19,France,Hill Ltd School,Dubai,7.0,1367.0,68.0,French,Yes,Yes,1.58,Average
Todd Lambert,Male,17,Philippines,Hanson and Sons School,London,7.0,1351.0,80.0,English,Yes,No,1.52,Average
Sarah Johnson,Male,17,Iran,Deleon-Anderson School,Cape Town,10.0,1550.0,82.0,German,No,Yes,3.41,Excellent
Joseph Snyder,Male,18,Pakistan,Dodson-Taylor School,Dubai,7.0,1562.0,71.0,French,No,Yes,3.42,Excellent
Edgar Williams,Male,17,Australia,White-Russell School,Sydney,8.0,1397.0,98.0,German,No,No,2.1,Good
Jamie Morris,Female,18,Colombia,Mclaughlin Ltd School,Beijing,7.0,1332.0,94.0,Spanish,No,No,1.46,Average
Maria West,Female,18,Iran,Little Group School,Paris,8.0,1243.0,89.0,Spanish,No,No,0.59,Poor
Joseph Turner,Female,17,Vietnam,Williams-Padilla School,Vancouver,7.0,1581.0,63.0,English,Yes,No,3.53,Excellent
Kevin Smith,Male,18,Bangladesh,"Smith, Thompson and Duncan School",Toronto,7.0,1224.0,64.0,English,Yes,No,0.21,Poor
Elizabeth Foster,Male,17,South Africa,Tran Inc School,Tokyo,8.0,1319.0,80.0,German,Yes,Yes,1.23,Average
Theresa Dunn,Female,18,Nigeria,Byrd Inc School,New York,6.0,1319.0,66.0,German,Yes,No,1.11,Average
Tracey Morgan,Male,17,South Africa,"Cooper, Price and Berger School",Houston,6.0,1328.0,99.0,French,Yes,Yes,1.46,Average
Robin Herrera,Female,18,Egypt,"Roth, Prince and Mckinney School",Tokyo,7.0,1266.0,66.0,German,Yes,No,0.62,Poor
Kristen Chavez,Female,17,China,Martinez Ltd School,Phoenix,6.0,1513.0,79.0,English,Yes,Yes,3.02,Excellent
Erik Davis,Female,18,Mexico,Nelson Inc School,Houston,6.0,1249.0,75.0,Spanish,Yes,No,0.53,Poor
Paul Cervantes,Female,18,Turkey,Lopez PLC School,New York,7.0,1454.0,86.0,English,No,Yes,2.53,Good
Robert Bradley,Male,18,US,Mclaughlin-Pineda School,Toronto,9.0,1250.0,65.0,French,No,No,0.47,Poor
Christian Gibbs,Male,17,Colombia,Anderson Ltd School,Berlin,8.0,1228.0,77.0,Spanish,No,Yes,0.36,Poor
Darryl Thompson,Male,19,Argentina,"Johnson, Smith and Elliott School",Toronto,8.0,1564.0,71.0,English,Yes,Yes,3.44,Excellent
Jay Wright,Female,18,Iran,"Harvey, Gonzalez and Holmes School",Cape Town,7.0,1276.0,96.0,French,Yes,Yes,0.95,Poor
Amanda Harrison,Female,18,India,Cardenas LLC School,Houston,10.0,1529.0,62.0,French,Yes,No,3.06,Excellent
Maria Guzman,Female,17,France,"Bailey, Brown and Avery School",Vancouver,8.0,1418.0,97.0,English,Yes,Yes,2.29,Good
Jeffrey Shaw,Male,18,Canada,Smith Ltd School,Los Angeles,6.0,1231.0,93.0,French,No,Yes,0.51,Poor
Alan Gonzalez,Female,18,UK,"Williams, Marquez and Castaneda School",New York,8.0,1582.0,72.0,Spanish,Yes,Yes,3.62,Excellent
Joseph Cunningham,Female,18,Philippines,Bell Inc School,Berlin,6.0,1299.0,92.0,German,No,Yes,1.13,Average
Robin Le,Male,18,Thailand,Clark-Williams School,Berlin,7.0,1544.0,61.0,French,Yes,Yes,3.17,Excellent
Brian Castillo,Male,19,Colombia,"Wallace, Williams and Harris School",Paris,8.0,1268.0,99.0,Spanish,Yes,No,0.91,Poor
Mark Collins,Male,19,Russia,Alvarez Group School,Los Angeles,9.0,1542.0,81.0,Spanish,Yes,Yes,3.32,Excellent
Michelle Cunningham,Female,18,Vietnam,Wilson PLC School,Los Angeles,8.0,1205.0,72.0,English,Yes,Yes,0.1,Poor
Erin Smith,Female,18,Pakistan,Browning-Williams School,Tokyo,9.0,1405.0,75.0,Spanish,No,No,2.0,Average
Elijah Caldwell,Female,18,South Africa,Jones-Hill School,Chicago,10.0,1508.0,63.0,French,Yes,Yes,2.87,Good
Elizabeth Whitaker,Male,19,US,Powell and Sons School,Tokyo,7.0,1574.0,100.0,French,Yes,No,3.76,Excellent
Sara Lee,Female,19,Pakistan,Johnson Ltd School,Sydney,7.0,1564.0,62.0,German,No,No,3.37,Excellent
Michael Brown,Male,17,Indonesia,Chandler-Davidson School,Chicago,8.0,1528.0,86.0,Spanish,No,No,3.23,Excellent
Cody Smith,Female,17,Indonesia,Mercer-Harper School,Berlin,8.0,1555.0,78.0,Spanish,Yes,No,3.42,Excellent
Andrea Smith,Female,18,Mexico,Taylor-Stephens School,Cape Town,8.0,1280.0,98.0,French,Yes,Yes,1.01,Average
Jacqueline Jones,Female,18,Argentina,"Manning, Fields and Pope School",Dubai,10.0,1314.0,70.0,French,No,Yes,1.11,Average
Erica Summers,Female,19,Spain,"Cox, Adams and Hutchinson School",Chicago,9.0,1316.0,81.0,German,Yes,No,1.22,Average
Linda Olsen,Male,18,Iran,Jones-Gibson School,Dubai,8.0,1351.0,79.0,Spanish,No,No,1.52,Average
Jerome Lopez,Male,18,Australia,Stuart-Hawkins School,Cape Town,7.0,1357.0,88.0,French,No,No,1.64,Average
Crystal Harris,Female,19,Argentina,Ramos and Sons School,Houston,9.0,1418.0,63.0,English,Yes,Yes,2.02,Good
Jason Robertson,Male,19,Germany,White-Wilkerson School,Beijing,10.0,1264.0,68.0,Spanish,Yes,Yes,0.63,Poor
Justin Mcdowell II,Female,19,Pakistan,Bryan-Carr School,Houston,9.0,1476.0,69.0,German,Yes,Yes,2.61,Good
Alexandra Flores,Female,19,Philippines,Moore-Perry School,Moscow,6.0,1267.0,90.0,German,Yes,No,0.82,Poor
Charles Lewis,Female,17,Argentina,Torres PLC School,London,9.0,1324.0,68.0,French,Yes,No,1.19,Average
Michelle Davies,Male,19,Australia,Jackson-Perez School,Houston,6.0,1401.0,83.0,English,Yes,Yes,2.01,Good
Christopher Miller,Female,19,Egypt,"Morris, Santos and Brown School",Chicago,7.0,1519.0,69.0,English,Yes,Yes,3.0,Good
Crystal Bennett,Female,18,Bangladesh,Allen-Alexander School,Houston,6.0,1496.0,94.0,German,No,Yes,2.98,Good
Diane Deleon,Female,18,Japan,"Murillo, Jones and Rogers School",Sydney,8.0,1458.0,98.0,French,Yes,No,2.67,Good
Elizabeth Burke,Male,18,UK,Hughes-Parrish School,Beijing,9.0,1262.0,81.0,English,Yes,No,0.71,Poor
Caleb Alexander,Female,17,Spain,"Hernandez, Collins and Hudson School",Chicago,6.0,1419.0,74.0,Spanish,No,Yes,2.11,Good
Yvonne Alexander,Female,19,Iran,"Harris, Mills and Sanders School",Vancouver,8.0,1235.0,69.0,French,No,Yes,0.36,Poor
John Richard,Male,19,Mexico,"Mcdonald, Rivera and Hanna School",Sydney,8.0,1351.0,62.0,English,Yes,No,1.39,Average
William Smith,Male,17,Australia,Mckee and Sons School,Chicago,7.0,1365.0,71.0,English,Yes,No,1.58,Average
Julia Moore,Male,19,Vietnam,Ingram-Wheeler School,Dubai,6.0,1216.0,86.0,German,No,Yes,0.31,Poor
Steven Baker,Male,18,Vietnam,Flores Ltd School,Vancouver,8.0,1310.0,81.0,French,No,No,1.16,Average
Chris Smith,Female,17,China,"Obrien, Edwards and Ward School",Phoenix,9.0,1582.0,98.0,German,No,No,3.83,Excellent
Kimberly West,Male,19,US,Fletcher-Rodriguez School,Chicago,6.0,1581.0,76.0,French,No,No,3.63,Excellent
Joseph Stein,Male,17,Brazil,Giles-Hernandez School,Paris,6.0,1341.0,88.0,Spanish,Yes,Yes,1.49,Average
Robert Wilson,Female,17,Indonesia,"Reed, Nielsen and Howell School",Beijing,7.0,1217.0,80.0,French,No,Yes,0.28,Poor
Travis Day,Female,19,Japan,"Hood, Strong and Butler School",Moscow,10.0,1272.0,81.0,Spanish,No,Yes,0.81,Poor
Tina Carr,Female,18,Iran,Miller-Brown School,Berlin,9.0,1357.0,71.0,German,Yes,No,1.52,Average
Donald Holland,Male,19,Turkey,Bailey Group School,Toronto,9.0,1579.0,78.0,English,Yes,Yes,3.64,Excellent
Veronica Jimenez,Female,19,Nigeria,"Rodgers, Foster and Bauer School",Beijing,7.0,1256.0,79.0,French,No,Yes,0.63,Poor
William Jones,Female,18,Russia,"Duncan, Mitchell and Olson School",Phoenix,8.0,1505.0,88.0,German,No,No,3.03,Excellent
Sandra Green,Male,19,China,Diaz Inc School,Dubai,6.0,1243.0,98.0,French,Yes,No,0.66,Poor
Natasha Garcia,Female,19,Bangladesh,West-Padilla School,Moscow,9.0,1593.0,73.0,German,Yes,No,3.73,Excellent
William Hughes,Female,19,Thailand,Johnson-Jones School,Los Angeles,10.0,1353.0,62.0,German,Yes,No,1.41,Average
Mariah Barron,Male,17,Spain,"Morrison, Morrison and Moody School",New York,8.0,1510.0,80.0,English,No,No,3.01,Excellent
Aaron Parker,Female,17,Nigeria,Kent Group School,Moscow,9.0,1337.0,82.0,Spanish,Yes,Yes,1.42,Average
Raymond Davidson,Male,17,Turkey,Hamilton Ltd School,Sydney,9.0,1451.0,67.0,German,No,No,2.36,Good
Amanda Alexander,Female,19,Bangladesh,"Snyder, Parsons and Stanley School",Los Angeles,6.0,1277.0,90.0,German,Yes,No,0.91,Poor
Derek Pennington,Male,18,Egypt,Huffman-Alexander School,Berlin,10.0,1258.0,99.0,German,No,Yes,0.82,Poor
Christie Fisher,Male,17,Egypt,"Castillo, White and Boyd School",Tokyo,6.0,1575.0,98.0,German,Yes,No,3.75,Excellent
Julia Hatfield,Male,18,Mexico,Mccoy Inc School,Moscow,8.0,1567.0,68.0,French,Yes,Yes,3.45,Excellent
Christina Burton,Male,19,Iran,Cantrell Inc School,Sydney,7.0,1555.0,95.0,Spanish,Yes,Yes,3.55,Excellent
Rachel Scott,Female,17,Pakistan,Hunter LLC School,New York,6.0,1450.0,88.0,German,Yes,Yes,2.51,Good
Dawn Bernard,Female,19,India,Taylor LLC School,Beijing,8.0,1523.0,78.0,Spanish,Yes,No,3.12,Excellent
Lori Lane,Female,18,Germany,"Moran, Martinez and Riley School",Houston,7.0,1228.0,82.0,Spanish,Yes,Yes,0.39,Poor
Angela Mcknight,Male,17,South Korea,White Group School,Tokyo,8.0,1334.0,94.0,French,No,No,1.48,Average
Elizabeth Norman,Male,17,Egypt,Carroll Ltd School,Houston,8.0,1325.0,79.0,French,No,No,1.28,Average
George Buchanan,Male,17,Canada,Herrera-Allen School,Toronto,6.0,1454.0,75.0,Spanish,No,No,2.44,Good
Bruce Mcfarland,Male,17,Nigeria,"Cook, Sherman and Rodriguez School",Los Angeles,6.0,1342.0,80.0,French,No,Yes,1.44,Average
Mallory Richardson,Male,18,Nigeria,Williamson Ltd School,New York,8.0,1259.0,83.0,Spanish,Yes,No,0.7,Poor
Ashley Clarke,Male,17,Bangladesh,Alvarado-Wilkerson School,Chicago,7.0,1439.0,68.0,French,No,No,2.25,Good
Dale Taylor,Female,19,Iran,Pacheco-Baker School,Los Angeles,9.0,1526.0,96.0,Spanish,No,Yes,3.29,Excellent
Glenn Vincent,Male,17,Egypt,Allen-Mccoy School,Los Angeles,9.0,1353.0,87.0,German,No,No,1.61,Average
Stephanie Gordon,Male,18,Pakistan,"Marsh, Osborn and Rogers School",Tokyo,9.0,1253.0,85.0,English,Yes,Yes,0.66,Poor
Jonathan Martin,Female,17,Russia,Myers Ltd School,Dubai,9.0,1279.0,64.0,English,No,Yes,0.74,Poor
Juan Davis,Male,18,South Africa,Sanchez LLC School,Los Angeles,8.0,1295.0,84.0,French,Yes,No,1.04,Average
Daniel Olson,Male,18,Nigeria,"Park, Conley and Johnson School",Vancouver,9.0,1320.0,65.0,French,No,Yes,1.13,Average
Robert Buchanan,Male,19,Italy,"Sanchez, Bautista and Powell School",Moscow,7.0,1457.0,63.0,English,Yes,Yes,2.38,Good
Michael Fisher,Male,17,Turkey,Owens-Sullivan School,Vancouver,7.0,1440.0,81.0,German,Yes,No,2.36,Good
Chris Sims,Male,17,Pakistan,Campos Inc School,Paris,9.0,1478.0,76.0,French,No,No,2.69,Good
Lauren Torres,Male,17,Thailand,Vazquez Inc School,London,8.0,1345.0,84.0,French,No,Yes,1.51,Average
Kevin Carter,Female,19,US,Mckinney-Allen School,Cape Town,9.0,1530.0,64.0,German,No,Yes,3.08,Excellent
Chris Kelley,Male,19,Argentina,Harper Group School,Chicago,9.0,1282.0,77.0,Spanish,Yes,Yes,0.87,Poor
Margaret Williams,Female,18,Spain,Yang-Floyd School,Phoenix,9.0,1388.0,67.0,English,Yes,Yes,1.78,Average
Jason Howard,Male,18,Indonesia,Hernandez-Cooper School,Phoenix,10.0,1520.0,99.0,French,No,Yes,3.27,Excellent
Catherine Figueroa,Male,18,Indonesia,Morton-Peters School,New York,8.0,1272.0,82.0,French,Yes,Yes,0.81,Poor
Yolanda Simmons,Female,19,Colombia,"Pham, Haley and Campbell School",Houston,7.0,1244.0,87.0,Spanish,No,Yes,0.58,Poor
Lisa Bowen,Male,19,Colombia,Rodriguez-Stone School,Paris,8.0,1553.0,73.0,Spanish,No,Yes,3.36,Excellent
Nicholas Copeland,Female,19,Pakistan,Williams-Jones School,Berlin,7.0,1337.0,64.0,German,No,Yes,1.27,Average
Grace Miller,Male,18,Russia,Henderson-Schmidt School,Paris,8.0,1474.0,99.0,English,No,Yes,2.83,Good
Tyler Hall,Female,19,Canada,Sexton-Miller School,Chicago,9.0,1210.0,71.0,Spanish,Yes,No,0.15,Poor
Donald Douglas,Female,18,Nigeria,Lopez-Woods School,Houston,9.0,1476.0,77.0,English,No,Yes,2.68,Good
Bradley Barker,Female,18,Canada,Lam Ltd School,Moscow,7.0,1326.0,86.0,Spanish,No,No,1.34,Average
Mr. Gregory Johnson,Female,17,Italy,Gross-Savage School,Toronto,7.0,1222.0,61.0,French,Yes,No,0.17,Poor
Tonya Ferrell,Female,17,Philippines,Wood-Martinez School,Los Angeles,8.0,1444.0,92.0,French,No,No,2.49,Good
Michael Mcclure,Male,17,Spain,Mendoza-Eaton School,Moscow,7.0,1296.0,81.0,English,No,Yes,1.02,Average
Jonathan Holmes,Male,18,Mexico,Rogers-Brown School,Houston,10.0,1355.0,71.0,German,Yes,Yes,1.5,Average
Christopher Riley,Female,17,India,Mendoza-Daniels School,Los Angeles,7.0,1232.0,62.0,German,No,Yes,0.27,Poor
Stephanie Martinez,Male,17,Mexico,Delgado and Sons School,Beijing,7.0,1259.0,66.0,English,Yes,No,0.56,Poor
Michael Wheeler,Female,17,Pakistan,West LLC School,Dubai,6.0,1319.0,96.0,Spanish,No,No,1.35,Average
Traci Rivera,Male,19,Russia,Lee and Sons School,London,9.0,1236.0,87.0,Spanish,No,No,0.52,Poor
Timothy Humphrey,Male,18,Turkey,Howell-Gregory School,Chicago,9.0,1564.0,70.0,Spanish,No,No,3.44,Excellent
Christopher Lee,Male,17,Spain,"Fisher, Garcia and Estrada School",Vancouver,7.0,1202.0,63.0,English,Yes,Yes,0.0,
James Pham,Female,19,Turkey,Williams LLC School,Los Angeles,6.0,1394.0,88.0,French,No,No,1.98,Average
Thomas Dillon,Female,19,Australia,Combs LLC School,Los Angeles,8.0,1249.0,83.0,Spanish,No,Yes,0.6,Poor
Heather Roberts,Male,19,Iran,"Johnson, Perez and Poole School",Cape Town,7.0,1323.0,76.0,French,No,No,1.23,Average
Allison Moran,Female,17,India,Miller and Sons School,Berlin,9.0,1570.0,75.0,English,Yes,Yes,3.54,Excellent
Janet Perez,Female,19,France,"Evans, Velez and Castillo School",Cape Town,8.0,1265.0,69.0,English,Yes,Yes,0.64,Poor
Rhonda Crawford,Female,18,Brazil,Schneider-Valdez School,New York,7.0,1586.0,87.0,English,Yes,Yes,3.77,Excellent
Andrew Smith,Male,19,Italy,Smith-Romero School,Chicago,7.0,1282.0,99.0,French,Yes,Yes,1.03,Average
Mitchell Frazier,Female,19,Bangladesh,Solomon-Levine School,Paris,10.0,1497.0,67.0,French,No,Yes,2.8,Good
Anthony Nelson,Female,19,Turkey,Gonzalez Inc School,Toronto,8.0,1419.0,84.0,English,No,No,2.2,Good
Christina Lawson,Female,19,India,Smith-Rodriguez School,Chicago,9.0,1554.0,77.0,Spanish,Yes,No,3.4,Excellent
Vanessa Bowman,Male,18,Japan,Miller-Martin School,New York,7.0,1422.0,78.0,English,No,Yes,2.17,Good
Madeline Allen,Male,17,Colombia,"Manning, Murray and Wheeler School",Moscow,8.0,1414.0,70.0,French,No,Yes,2.04,Good
Courtney Morris,Female,18,Pakistan,Hopkins Group School,Vancouver,6.0,1278.0,93.0,French,Yes,No,0.94,Poor
Todd Murphy,Male,18,US,"Moran, Martin and White School",Berlin,8.0,1266.0,79.0,German,Yes,Yes,0.73,Poor
Brian Torres,Male,17,Australia,Graham Ltd School,Moscow,10.0,1567.0,82.0,Spanish,No,No,3.57,Excellent
John Hansen,Male,19,Indonesia,Steele-Clark School,Dubai,8.0,1331.0,72.0,Spanish,No,No,1.28,Average
Frances Sanchez,Male,17,Indonesia,"Welch, Mccarty and Moore School",Moscow,6.0,1349.0,67.0,English,Yes,No,1.4,Average
Kevin Kline,Female,17,Japan,Mckee-Kim School,Chicago,6.0,1504.0,63.0,English,No,Yes,2.81,Good
Joshua Gonzalez,Male,18,Japan,Thompson-Buckley School,London,8.0,1336.0,89.0,English,Yes,No,1.46,Average
Joseph Juarez,Female,17,Iran,Webb-Jordan School,New York,7.0,1581.0,68.0,English,Yes,Yes,3.57,Excellent
Gregory Collins,Female,19,Nigeria,"Ashley, Campbell and Mccoy School",London,6.0,1495.0,88.0,English,Yes,Yes,2.93,Good
Tamara Wilson,Male,18,Philippines,Crawford-Palmer School,Berlin,9.0,1439.0,76.0,English,No,No,2.32,Good
Francisco Edwards,Male,19,Thailand,"Tran, Quinn and Foster School",Paris,8.0,1552.0,77.0,French,No,Yes,3.38,Excellent
Joshua Baker,Male,18,Mexico,"Rose, Wolf and Snyder School",Los Angeles,7.0,1220.0,79.0,Spanish,No,No,0.3,Poor
Erin Long,Male,19,Thailand,"Wright, Choi and Gonzalez School",Moscow,10.0,1303.0,75.0,English,Yes,Yes,1.05,Average
Ruben Cook,Female,17,Italy,Lopez Group School,Moscow,6.0,1386.0,64.0,English,Yes,No,1.72,Average
Jonathan Stewart,Female,17,Nigeria,"Gomez, Brown and English School",Berlin,10.0,1291.0,72.0,German,Yes,Yes,0.92,Poor
Natalie Jenkins,Male,17,Brazil,Brown PLC School,Cape Town,7.0,1498.0,87.0,English,No,Yes,2.95,Good
Kelly Romero,Male,19,UK,Heath PLC School,Toronto,10.0,1568.0,87.0,French,No,No,3.62,Excellent
Matthew Burgess,Female,18,Philippines,"Turner, Robles and Spencer School",Berlin,8.0,1370.0,71.0,Spanish,Yes,No,1.64,Average
Nicole Burnett,Male,18,Argentina,"Robinson, Simmons and Evans School",Sydney,9.0,1337.0,78.0,German,Yes,No,1.39,Average
Andrew Tucker,Male,18,India,Lewis-Barnes School,Houston,10.0,1585.0,68.0,English,Yes,Yes,3.63,Excellent
Gregory Francis,Male,17,Pakistan,King-Massey School,Vancouver,7.0,1378.0,68.0,Spanish,No,No,1.68,Average
Stephen Freeman,Female,19,Germany,"Carlson, Thomas and Coleman School",Toronto,10.0,1396.0,61.0,German,Yes,Yes,1.81,Average
Vanessa Barnes,Female,18,Australia,Wilson-Fisher School,Dubai,8.0,1341.0,96.0,French,No,Yes,1.56,Average
Michael Rodriguez,Male,19,Colombia,Hatfield Group School,Paris,8.0,1564.0,68.0,German,No,Yes,3.42,Excellent
Stacy Sims,Female,18,South Africa,Wells LLC School,Los Angeles,7.0,1428.0,69.0,Spanish,Yes,No,2.15,Good
Susan Davis,Male,17,Vietnam,Strong-Fisher School,Toronto,8.0,1505.0,71.0,English,Yes,Yes,2.89,Good
Tracey Dudley,Male,19,China,"Mcdaniel, Hammond and Chambers School",Toronto,7.0,1525.0,65.0,French,No,No,3.03,Excellent
Trevor Le,Female,18,India,Koch Inc School,Houston,8.0,1337.0,86.0,French,No,No,1.45,Average
Melissa Mosley,Female,18,Pakistan,"Rodriguez, Brewer and Wright School",London,8.0,1373.0,63.0,French,Yes,Yes,1.6,Average
Angela Powell,Male,18,Japan,Reed PLC School,Moscow,9.0,1539.0,65.0,German,No,No,3.17,Excellent
Theresa Nunez,Male,18,Canada,Stokes-Hernandez School,London,9.0,1345.0,86.0,German,No,Yes,1.53,Average
Dr. Patrick Murphy II,Female,17,Bangladesh,Vazquez Inc School,Chicago,8.0,1518.0,74.0,German,No,No,3.04,Excellent
Kyle Bradley,Male,18,Germany,Combs Inc School,Phoenix,7.0,1576.0,88.0,Spanish,No,Yes,3.69,Excellent
Susan Davis,Female,18,China,Salazar-Mitchell School,Chicago,7.0,1449.0,82.0,French,Yes,No,2.45,Good
Kyle Dodson,Female,17,Vietnam,Owens PLC School,Tokyo,7.0,1497.0,70.0,German,Yes,Yes,2.81,Good
Cindy Gutierrez,Female,18,Turkey,Bauer-Tyler School,Houston,6.0,1522.0,86.0,Spanish,Yes,Yes,3.16,Excellent
Dillon Reed,Male,19,Nigeria,"Morgan, Decker and Perez School",Dubai,7.0,1538.0,65.0,German,Yes,No,3.15,Excellent
Drew Molina,Female,19,Russia,Roberson-Lee School,Phoenix,7.0,1358.0,81.0,Spanish,No,No,1.6,Average
Allison Johnson,Male,18,US,Cook-Ramirez School,Beijing,10.0,1221.0,77.0,French,No,No,0.3,Poor
Frank Myers,Female,17,Indonesia,Reynolds PLC School,Paris,8.0,1361.0,71.0,Spanish,Yes,Yes,1.55,Average
Richard Vasquez,Male,17,Mexico,"Ramirez, Roberts and Bryan School",Berlin,7.0,1470.0,84.0,French,No,Yes,2.67,Good
Annette Dominguez,Female,17,Canada,"Simon, Owens and Gilmore School",Phoenix,8.0,1380.0,95.0,French,No,No,1.92,Average
Troy Ramirez,Male,18,France,Barton-Ortiz School,New York,7.0,1500.0,100.0,French,Yes,Yes,3.07,Excellent
Alicia Frank,Male,18,Japan,Luna PLC School,Cape Town,8.0,1343.0,84.0,German,Yes,No,1.49,Average
Charles Mitchell,Female,19,Germany,"Huynh, Ramsey and Zamora School",Cape Town,9.0,1454.0,76.0,English,Yes,Yes,2.46,Good
Jake Young,Male,17,Canada,"Burton, Martinez and Poole School",New York,8.0,1275.0,69.0,French,No,No,0.73,Poor
Bill Cummings,Male,18,Italy,Stone-Nunez School,Los Angeles,8.0,1500.0,70.0,Spanish,No,No,2.84,Good
William Rosario,Male,18,Iran,Stout-Wilson School,New York,10.0,1418.0,79.0,French,No,Yes,2.16,Good
Rachel Turner,Female,18,South Africa,"Sanchez, Brown and Lee School",Cape Town,10.0,1282.0,75.0,Spanish,Yes,No,0.86,Poor
William Manning,Male,17,UK,"Hamilton, Lee and Ritter School",Los Angeles,8.0,1317.0,97.0,French,Yes,Yes,1.35,Average
Christopher Murray,Female,17,Brazil,Bell-Summers School,Cape Town,8.0,1499.0,75.0,German,No,No,2.87,Good
Sophia Allen,Male,19,Nigeria,"Moon, Morris and Morris School",Los Angeles,8.0,1393.0,75.0,Spanish,No,No,1.88,Average
Ebony Hart,Female,17,Spain,Thomas-Carter School,New York,7.0,1286.0,75.0,French,No,No,0.88,Poor
